Pose/Time (ns),TEM-1/Ampicillin - PersScore 0.588 PoseScore 0.991,TEM-1/Cefixime - PersScore 0.368 PoseScore 2.815
2.493,0.908492993,1.821754271
2.494,0.908533867,1.821843575
2.495,0.908553394,1.821989231
2.496,0.9085833,1.822195104
2.497,0.908559274,1.822312634
2.498,0.908660286,1.822390339
2.499,0.908633664,1.822499342
2.5,0.90880386,1.822584535
2.501,0.908923035,1.822659032
2.502,0.908995296,1.822781824
2.503,0.909091505,1.822907961
2.504,0.909155495,1.823092146
2.505,0.909142376,1.823235203
2.506,0.909144333,1.823313691
2.507,0.909176886,1.823448812
2.508,0.909191285,1.823598419
2.509,0.909280167,1.823674847
2.51,0.909403199,1.823768451
2.511,0.909516159,1.823811244
2.512,0.909592455,1.823893251
2.513,0.909741301,1.824032323
2.514,0.909755827,1.824105437
2.515,0.90983872,1.824163641
2.516,0.909901803,1.82420257
2.517,0.909918722,1.824256621
2.518,0.909888308,1.824344846
2.519,0.909939543,1.824374418
2.52,0.910062106,1.824439157
2.521,0.910132073,1.824561603
2.522,0.910177342,1.824626127
2.523,0.910231517,1.824693797
2.524,0.910224887,1.824773548
2.525,0.910233568,1.82486444
2.526,0.910291912,1.824902296
2.527,0.910434674,1.825000953
2.528,0.910374713,1.825100602
2.529,0.91043283,1.825184474
2.53,0.910485323,1.825354121
2.531,0.910452126,1.825518777
2.532,0.910504983,1.825619252
2.533,0.910570009,1.825672231
2.534,0.910623103,1.825783119
2.535,0.910714764,1.825860719
2.536,0.910854921,1.825936908
2.537,0.910944276,1.825985063
2.538,0.910988303,1.826039173
2.539,0.911105068,1.826189473
2.54,0.911129717,1.826402937
2.541,0.911194809,1.826497725
2.542,0.911235127,1.826635945
2.543,0.91119042,1.826771242
2.544,0.91115816,1.82688902
2.545,0.911289982,1.826999206
2.546,0.911285287,1.827077997
2.547,0.91127634,1.827131743
2.548,0.911277775,1.827239606
2.549,0.911267776,1.827365827
2.55,0.911272802,1.827480353
2.551,0.911256745,1.827611279
2.552,0.911284918,1.827721732
2.553,0.911305951,1.827875537
2.554,0.911216324,1.827977462
2.555,0.911211748,1.828044828
2.556,0.911175389,1.828155166
2.557,0.91120658,1.828279585
2.558,0.91127614,1.828358907
2.559,0.911320359,1.828520101
2.56,0.911429913,1.828682258
2.561,0.911475258,1.828774797
2.562,0.911576499,1.828815718
2.563,0.911742096,1.828834098
2.564,0.911786083,1.828959041
2.565,0.911963142,1.828999585
2.566,0.912140402,1.829075504
2.567,0.912359771,1.829148221
2.568,0.91247701,1.829164472
2.569,0.912488795,1.829244962
2.57,0.912514836,1.829285482
2.571,0.912444928,1.829296429
2.572,0.912534421,1.82935778
2.573,0.912437207,1.829376678
2.574,0.912486711,1.829413136
2.575,0.9125021,1.829442746
2.576,0.912461273,1.829458957
2.577,0.912480058,1.82946986
2.578,0.912464472,1.829498604
2.579,0.912454552,1.829557836
2.58,0.912434755,1.829606903
2.581,0.91248368,1.829655087
2.582,0.912421248,1.829701721
2.583,0.912328191,1.829772821
2.584,0.91237245,1.829858087
2.585,0.912471416,1.829928547
2.586,0.912622897,1.829954164
2.587,0.912735136,1.829977575
2.588,0.912811968,1.830127137
2.589,0.912864589,1.830196513
2.59,0.913028843,1.830231357
2.591,0.913154311,1.830315607
2.592,0.913221059,1.830451599
2.593,0.913363519,1.830556022
2.594,0.913477449,1.830674387
2.595,0.913571863,1.830727411
2.596,0.913688457,1.830845272
2.597,0.913786367,1.830903589
2.598,0.913896168,1.831028479
2.599,0.9139176,1.831080182
2.6,0.914049524,1.831148721
2.601,0.914132631,1.831266989
2.602,0.914167065,1.831379157
2.603,0.914249124,1.831491302
2.604,0.914436879,1.831626635
2.605,0.914511018,1.831796319
2.606,0.914561311,1.831958967
2.607,0.914653869,1.832041707
2.608,0.914690632,1.832101364
2.609,0.914793642,1.832232841
2.61,0.914668482,1.83235014
2.611,0.914744859,1.832525469
2.612,0.91480099,1.832663071
2.613,0.914867086,1.832853185
2.614,0.914936972,1.833031103
2.615,0.915007082,1.833136351
2.616,0.91503216,1.833190749
2.617,0.915052492,1.833328602
2.618,0.915021743,1.833405333
2.619,0.915221474,1.833486511
2.62,0.915301942,1.833531365
2.621,0.915484783,1.83362757
2.622,0.915510151,1.833744501
2.623,0.915591041,1.833854974
2.624,0.915636222,1.834009487
2.625,0.915597874,1.834236409
2.626,0.915666614,1.834367269
2.627,0.915710429,1.834520993
2.628,0.915692773,1.834685381
2.629,0.915685968,1.834848283
2.63,0.915715101,1.835025297
2.631,0.915796497,1.835150708
2.632,0.915751791,1.835373369
2.633,0.915795151,1.835619412
2.634,0.915816652,1.835806725
2.635,0.9159047,1.835930134
2.636,0.915967336,1.836098953
2.637,0.915989237,1.836211425
2.638,0.915991621,1.836317303
2.639,0.916097054,1.83645821
2.64,0.916181395,1.836577716
2.641,0.916224043,1.836745706
2.642,0.916198122,1.83684615
2.643,0.916261626,1.836967689
2.644,0.91640626,1.837092263
2.645,0.916614553,1.837165703
2.646,0.916662538,1.837304044
2.647,0.916773448,1.837376447
2.648,0.916755219,1.837558733
2.649,0.916876527,1.837595233
2.65,0.91682844,1.837548032
2.651,0.916758608,1.837636451
2.652,0.916705786,1.837687492
2.653,0.916744126,1.837801736
2.654,0.916755661,1.83793328
2.655,0.916811036,1.838078415
2.656,0.916744447,1.838146735
2.657,0.916659764,1.838236864
2.658,0.91665563,1.838375657
2.659,0.916613566,1.838462183
2.66,0.916598784,1.838595432
2.661,0.91658104,1.838622266
2.662,0.916611936,1.838682845
2.663,0.916618,1.838797762
2.664,0.91669286,1.838942196
2.665,0.916639687,1.839133422
2.666,0.916755077,1.839206882
2.667,0.916806628,1.83926338
2.668,0.916785355,1.839297855
2.669,0.916744537,1.839313117
2.67,0.916795301,1.839447392
2.671,0.916780386,1.839534246
2.672,0.916790441,1.83949999
2.673,0.916766007,1.839501048
2.674,0.916787452,1.839470589
2.675,0.916816216,1.839474238
2.676,0.916796576,1.839508401
2.677,0.916763185,1.839508913
2.678,0.916819285,1.839496558
2.679,0.916855471,1.839577454
2.68,0.916867853,1.839662492
2.681,0.916915441,1.839717131
2.682,0.917097457,1.839759707
2.683,0.917158984,1.839763127
2.684,0.917278087,1.839777874
2.685,0.917423116,1.839911775
2.686,0.917546804,1.840075792
2.687,0.91760441,1.840191859
2.688,0.917683513,1.840407413
2.689,0.917845381,1.840649254
2.69,0.917951918,1.840754078
2.691,0.918020554,1.840857721
2.692,0.918014112,1.841014
2.693,0.918084077,1.84111346
2.694,0.918152734,1.84130743
2.695,0.918122881,1.841490621
2.696,0.918090668,1.841569158
2.697,0.918162281,1.841693004
2.698,0.918225198,1.841829772
2.699,0.918327476,1.841996951
2.7,0.918407079,1.842148449
2.701,0.918512563,1.842266141
2.702,0.918643885,1.8423615
2.703,0.918654336,1.842503812
2.704,0.918663896,1.842645613
2.705,0.918722963,1.8427807
2.706,0.918820012,1.842834427
2.707,0.918909593,1.842928086
2.708,0.9189305,1.843073339
2.709,0.918962077,1.8432512
2.71,0.918964483,1.843498638
2.711,0.919007776,1.843655836
2.712,0.919027715,1.843875328
2.713,0.919045777,1.844040645
2.714,0.919043228,1.844235361
2.715,0.919101023,1.844413839
2.716,0.919113109,1.84456089
2.717,0.919162804,1.844656023
2.718,0.919226908,1.844813027
2.719,0.919285269,1.844990203
2.72,0.919350436,1.845115819
2.721,0.919452875,1.845234583
2.722,0.919621562,1.845435515
2.723,0.91962089,1.845611348
2.724,0.919657333,1.845768335
2.725,0.919731088,1.845907719
2.726,0.919862019,1.846127
2.727,0.920067206,1.846324078
2.728,0.920177747,1.846547696
2.729,0.920222785,1.846717487
2.73,0.920255211,1.846936527
2.731,0.920343364,1.847119099
2.732,0.920390958,1.847377083
2.733,0.920436701,1.847517421
2.734,0.920396366,1.847671188
2.735,0.920480573,1.847838763
2.736,0.920522015,1.84797413
2.737,0.920612182,1.848118018
2.738,0.92069756,1.848190434
2.739,0.920786216,1.848248344
2.74,0.920948129,1.848348737
2.741,0.920979439,1.848360429
2.742,0.921057085,1.848421629
2.743,0.921107037,1.84855299
2.744,0.921144212,1.848678435
2.745,0.921169183,1.848914759
2.746,0.921142056,1.849064366
2.747,0.921171555,1.849147777
2.748,0.921222552,1.849116466
2.749,0.921196512,1.849151929
2.75,0.921126382,1.849328168
2.751,0.921062385,1.849533345
2.752,0.921097265,1.849667474
2.753,0.921131628,1.84985324
2.754,0.921203772,1.849943257
2.755,0.92130743,1.850131319
2.756,0.921409757,1.850248165
2.757,0.921350431,1.850383239
2.758,0.921362537,1.850590008
2.759,0.921378609,1.850702503
2.76,0.921450976,1.850854125
2.761,0.921379721,1.850980412
2.762,0.921401544,1.851191331
2.763,0.921487137,1.851379392
2.764,0.921558907,1.851522904
2.765,0.921578872,1.851686748
2.766,0.921655446,1.851817113
2.767,0.921861489,1.851935657
2.768,0.922087069,1.852079749
2.769,0.922242436,1.85221747
2.77,0.922351548,1.852437528
2.771,0.922480148,1.852698685
2.772,0.922652062,1.852855781
2.773,0.922719877,1.853079714
2.774,0.922880277,1.853147571
2.775,0.92293822,1.853359566
2.776,0.923052582,1.853527245
2.777,0.923123947,1.853797178
2.778,0.923152935,1.854002144
2.779,0.923159386,1.854261068
2.78,0.923194018,1.85450978
2.781,0.923208268,1.854658751
2.782,0.923217693,1.854802628
2.783,0.9231475,1.854841592
2.784,0.923087877,1.854846897
2.785,0.923082945,1.855020512
2.786,0.923004707,1.855226171
2.787,0.922957204,1.855443037
2.788,0.922861143,1.855563656
2.789,0.922795296,1.855783511
2.79,0.922841529,1.856021558
2.791,0.922837378,1.856271155
2.792,0.922891661,1.856454304
2.793,0.922977739,1.85674086
2.794,0.923013829,1.85692225
2.795,0.923012133,1.857078032
2.796,0.923048229,1.857179066
2.797,0.923040514,1.857258151
2.798,0.92299008,1.857354925
2.799,0.922961985,1.857395346
2.8,0.922895334,1.857419015
2.801,0.922938408,1.857555961
2.802,0.922950223,1.857647655
2.803,0.922964194,1.857731633
2.804,0.922996691,1.857708264
2.805,0.923070665,1.857783038
2.806,0.923035242,1.857751736
2.807,0.922997327,1.857811094
2.808,0.923068537,1.857817531
2.809,0.923130045,1.857863324
2.81,0.923145727,1.857900196
2.811,0.923265522,1.857892834
2.812,0.923329987,1.857880471
2.813,0.923333361,1.85796262
2.814,0.923369234,1.858006502
2.815,0.923425551,1.857995862
2.816,0.923456442,1.858052284
2.817,0.923389641,1.858082816
2.818,0.92340821,1.858003937
2.819,0.923471736,1.858037961
2.82,0.923508344,1.85800932
2.821,0.923642323,1.857925023
2.822,0.923790303,1.857923307
2.823,0.923837939,1.857997868
2.824,0.923956644,1.857979437
2.825,0.924012723,1.857975758
2.826,0.924153099,1.857947894
2.827,0.924247246,1.85795195
2.828,0.924326478,1.857947556
2.829,0.924322768,1.857971083
2.83,0.924399273,1.858073953
2.831,0.924434092,1.858191983
2.832,0.924533404,1.85826504
2.833,0.924673606,1.858377182
2.834,0.924701837,1.858454027
2.835,0.924711607,1.858622005
2.836,0.92479426,1.858740235
2.837,0.924857293,1.858798076
2.838,0.924857175,1.858899752
2.839,0.924919419,1.858919136
2.84,0.925113633,1.858969709
2.841,0.925273284,1.859108411
2.842,0.925321967,1.859274653
2.843,0.925393867,1.859430395
2.844,0.925488121,1.8595263
2.845,0.925506985,1.859680531
2.846,0.925537447,1.859800599
2.847,0.925519173,1.86004655
2.848,0.925511161,1.860298869
2.849,0.925511777,1.860469555
2.85,0.925564234,1.860692486
2.851,0.925570193,1.860899349
2.852,0.925611646,1.861078426
2.853,0.925653771,1.861245085
2.854,0.925647649,1.861421799
2.855,0.925665762,1.861645554
2.856,0.925624299,1.861664521
2.857,0.925655085,1.861767274
2.858,0.925686964,1.86188162
2.859,0.925662805,1.86200088
2.86,0.925706141,1.862044715
2.861,0.925752986,1.862145604
2.862,0.925672177,1.86228512
2.863,0.925607687,1.862525084
2.864,0.925545747,1.862678163
2.865,0.925447235,1.862831023
2.866,0.925443499,1.862965929
2.867,0.925416639,1.863084223
2.868,0.925444131,1.863191
2.869,0.92543686,1.863359041
2.87,0.925408802,1.863465012
2.871,0.925386308,1.863583039
2.872,0.925387994,1.863725514
2.873,0.92539448,1.863865277
2.874,0.925365522,1.863996314
2.875,0.925316523,1.864172592
2.876,0.925299154,1.864435776
2.877,0.925266224,1.864695067
2.878,0.925289377,1.864873238
2.879,0.925202968,1.865050927
2.88,0.925129805,1.865281013
2.881,0.925135278,1.86543435
2.882,0.925118663,1.865623208
2.883,0.92509167,1.865802324
2.884,0.925105269,1.866041129
2.885,0.92511072,1.866176822
2.886,0.925111864,1.866347614
2.887,0.925129491,1.866492686
2.888,0.925125603,1.866696559
2.889,0.925135839,1.866868312
2.89,0.925084305,1.866939704
2.891,0.925052417,1.867142036
2.892,0.925028016,1.867350477
2.893,0.924998138,1.867606375
2.894,0.924958462,1.867890388
2.895,0.924943988,1.868219939
2.896,0.92490311,1.868476358
2.897,0.924869036,1.868752816
2.898,0.924853601,1.868907754
2.899,0.9247621,1.869157583
2.9,0.92475594,1.869319539
2.901,0.924684334,1.869547742
2.902,0.924714165,1.86976791
2.903,0.92483791,1.870142841
2.904,0.924890916,1.870454772
2.905,0.924903187,1.870682337
2.906,0.925008493,1.870896551
2.907,0.925029067,1.871113579
2.908,0.925059647,1.871212101
2.909,0.925085704,1.871442188
2.91,0.925150575,1.871630448
2.911,0.925205167,1.871942752
2.912,0.92530054,1.872246498
2.913,0.925377569,1.872517067
2.914,0.925363427,1.872826327
2.915,0.925324862,1.87323553
2.916,0.925260126,1.873603515
2.917,0.925203658,1.873925292
2.918,0.925079572,1.874168477
2.919,0.924946831,1.874379584
2.92,0.924773271,1.874684089
2.921,0.924662408,1.874998887
2.922,0.924654816,1.875268036
2.923,0.924551879,1.875539344
2.924,0.924541754,1.875805728
2.925,0.924560127,1.876109405
2.926,0.924535277,1.876456164
2.927,0.924523186,1.876731269
2.928,0.924436522,1.877016076
2.929,0.924366673,1.877337934
2.93,0.924352845,1.877764866
2.931,0.924260089,1.878096363
2.932,0.924216381,1.878418044
2.933,0.924118744,1.878736894
2.934,0.924209756,1.879059311
2.935,0.924187798,1.879434173
2.936,0.924186742,1.879751569
2.937,0.924182628,1.880027893
2.938,0.924182668,1.880273144
2.939,0.924128234,1.880647754
2.94,0.924116601,1.88098771
2.941,0.924116632,1.881275799
2.942,0.924172065,1.881594264
2.943,0.924147493,1.881915497
2.944,0.924154168,1.882188885
2.945,0.924109206,1.882455157
2.946,0.924170124,1.882716315
2.947,0.924166808,1.883008421
2.948,0.92417089,1.883403763
2.949,0.92415544,1.883705282
2.95,0.924086791,1.883988484
2.951,0.924007512,1.884340607
2.952,0.924004191,1.884618369
2.953,0.924073975,1.884929126
2.954,0.924101425,1.885268324
2.955,0.924127197,1.885628955
2.956,0.924094605,1.886012407
2.957,0.924107212,1.886409407
2.958,0.924112111,1.88674113
2.959,0.924111654,1.887028419
2.96,0.92405679,1.887310724
2.961,0.924079096,1.887640489
2.962,0.924062448,1.887949761
2.963,0.924039645,1.888224812
2.964,0.924055188,1.888439235
2.965,0.924104867,1.888643616
2.966,0.924013295,1.888822234
2.967,0.923886582,1.88907914
2.968,0.92381861,1.889251242
2.969,0.923746731,1.889423468
2.97,0.923616319,1.889573133
2.971,0.923636893,1.889673917
2.972,0.923591457,1.889858917
2.973,0.923477155,1.890035291
2.974,0.923409251,1.890205233
2.975,0.923391472,1.890473853
2.976,0.923431312,1.89070103
2.977,0.923345123,1.891040344
2.978,0.923337904,1.891283135
2.979,0.92332591,1.891519463
2.98,0.923305641,1.891658417
2.981,0.923209161,1.891842398
2.982,0.92319433,1.892007204
2.983,0.923201145,1.892215296
2.984,0.923266553,1.892435474
2.985,0.923203354,1.892663615
2.986,0.923246181,1.892932878
2.987,0.923201155,1.893106566
2.988,0.923159854,1.893393502
2.989,0.923205377,1.893693032
2.99,0.923216254,1.893952327
2.991,0.923210481,1.894149549
2.992,0.923182893,1.894370227
2.993,0.923204194,1.89469591
2.994,0.923337312,1.894978362
2.995,0.92341547,1.895264711
2.996,0.923418418,1.895599015
2.997,0.923383681,1.895912293
2.998,0.923323556,1.896318235
2.999,0.9232919,1.896621052
3,0.923248595,1.896821397
3.001,0.923238018,1.897002916
3.002,0.923252765,1.89720629
3.003,0.923190985,1.89743831
3.004,0.923072606,1.897779469
3.005,0.922998107,1.898050427
3.006,0.922912362,1.898241143
3.007,0.922927816,1.898448027
3.008,0.92294342,1.898631451
3.009,0.923049183,1.898812925
3.01,0.92302917,1.899067334
3.011,0.922995863,1.899209764
3.012,0.92295598,1.899465017
3.013,0.922830152,1.899696349
3.014,0.922820815,1.899888365
3.015,0.922931097,1.900067415
3.016,0.922881547,1.900255728
3.017,0.922826672,1.900417785
3.018,0.922728828,1.900630115
3.019,0.922698955,1.900836057
3.02,0.922632701,1.901060102
3.021,0.92259971,1.901207978
3.022,0.922518775,1.901513689
3.023,0.922468996,1.901800385
3.024,0.922383776,1.902054576
3.025,0.922414711,1.90226914
3.026,0.922465787,1.902482923
3.027,0.922390197,1.902729101
3.028,0.922367651,1.903023278
3.029,0.922443602,1.903341509
3.03,0.922422222,1.90351529
3.031,0.922483058,1.903710672
3.032,0.922519182,1.903923307
3.033,0.922558549,1.904084766
3.034,0.922611789,1.904304415
3.035,0.922541815,1.904555054
3.036,0.922453764,1.904759834
3.037,0.922397873,1.904917707
3.038,0.922390832,1.905057577
3.039,0.922416084,1.905235791
3.04,0.922427575,1.905496975
3.041,0.922310099,1.905763006
3.042,0.922179633,1.905941397
3.043,0.922181333,1.906052616
3.044,0.922107809,1.906184796
3.045,0.922033703,1.906401073
3.046,0.922003324,1.906507834
3.047,0.921887591,1.90671354
3.048,0.921853918,1.906952788
3.049,0.921865589,1.907151257
3.05,0.921859249,1.907386382
3.051,0.921813788,1.907630376
3.052,0.921837172,1.907930685
3.053,0.921829695,1.908284968
3.054,0.921845253,1.90858404
3.055,0.921871881,1.908913381
3.056,0.921838103,1.909138037
3.057,0.9217667,1.909471175
3.058,0.921707213,1.909736606
3.059,0.92165453,1.910002096
3.06,0.921575871,1.910306637
3.061,0.921534194,1.910711499
3.062,0.921544188,1.911086642
3.063,0.921476397,1.911361284
3.064,0.921492326,1.911689571
3.065,0.921455911,1.912086424
3.066,0.921424248,1.912297674
3.067,0.921387574,1.912584227
3.068,0.921416058,1.912853102
3.069,0.921407872,1.913103259
3.07,0.921294826,1.913359701
3.071,0.921233574,1.913628871
3.072,0.921235386,1.9139006
3.073,0.921204158,1.914209023
3.074,0.921203293,1.91451184
3.075,0.9211445,1.914733177
3.076,0.921190184,1.914982319
3.077,0.921156304,1.915197161
3.078,0.921164284,1.915352999
3.079,0.921229687,1.915420977
3.08,0.921186329,1.915489427
3.081,0.921143361,1.915580885
3.082,0.921209614,1.915688681
3.083,0.921181872,1.915867195
3.084,0.921119759,1.916138818
3.085,0.921020697,1.916313271
3.086,0.920912158,1.91644531
3.087,0.921020615,1.916651277
3.088,0.921120441,1.916809015
3.089,0.921256825,1.916914139
3.09,0.921419344,1.916970533
3.091,0.921563543,1.917144297
3.092,0.921609319,1.917322257
3.093,0.921836956,1.917545654
3.094,0.921944448,1.917606591
3.095,0.921964184,1.917821558
3.096,0.922038019,1.917968654
3.097,0.922162504,1.917952595
3.098,0.922326694,1.918047036
3.099,0.922521446,1.918108503
3.1,0.922584921,1.918223087
3.101,0.922668318,1.918344083
3.102,0.922774609,1.918447663
3.103,0.922877995,1.918570956
3.104,0.922936368,1.918555083
3.105,0.923086453,1.918575171
3.106,0.923201105,1.918633688
3.107,0.92324668,1.918813927
3.108,0.923309508,1.918936204
3.109,0.923387095,1.919162388
3.11,0.923445242,1.919281376
3.111,0.923479322,1.919459113
3.112,0.923489699,1.919570863
3.113,0.923519602,1.919620461
3.114,0.923531003,1.919814409
3.115,0.923581833,1.919908843
3.116,0.9236507,1.920009301
3.117,0.923676054,1.920191432
3.118,0.923720344,1.920229757
3.119,0.92381783,1.920243641
3.12,0.923898217,1.920288121
3.121,0.923993412,1.92038595
3.122,0.924088442,1.920414748
3.123,0.924207144,1.920495361
3.124,0.924272838,1.920681876
3.125,0.924354253,1.920788911
3.126,0.924460047,1.92089209
3.127,0.924540457,1.920930271
3.128,0.924737055,1.921141937
3.129,0.924757127,1.921346671
3.13,0.924892932,1.921545145
3.131,0.924950594,1.92163276
3.132,0.925003496,1.921726323
3.133,0.925115364,1.921788743
3.134,0.925234551,1.92182448
3.135,0.925229552,1.921957727
3.136,0.925336487,1.922103691
3.137,0.925364947,1.922258299
3.138,0.925450333,1.9224247
3.139,0.925482928,1.922642522
3.14,0.925557664,1.92279318
3.141,0.92559924,1.923012973
3.142,0.925562952,1.923188072
3.143,0.925591557,1.923438965
3.144,0.925596793,1.923631412
3.145,0.925617518,1.923835194
3.146,0.925697792,1.924033533
3.147,0.925677833,1.924228665
3.148,0.92560455,1.924416154
3.149,0.925519799,1.924598723
3.15,0.925589267,1.924759846
3.151,0.925582523,1.925005974
3.152,0.925578326,1.925230997
3.153,0.925576182,1.925422173
3.154,0.925639764,1.925623277
3.155,0.925681273,1.925829775
3.156,0.925655724,1.926012853
3.157,0.925654808,1.926284987
3.158,0.925653772,1.92647531
3.159,0.92563383,1.926640538
3.16,0.925603353,1.926828108
3.161,0.925624479,1.927159927
3.162,0.925667163,1.927471268
3.163,0.925748412,1.9277462
3.164,0.925822944,1.928083449
3.165,0.925855453,1.928351901
3.166,0.925908355,1.928623536
3.167,0.926014169,1.928822453
3.168,0.926143788,1.929078256
3.169,0.92612049,1.929313
3.17,0.92620563,1.929678843
3.171,0.926400758,1.929913806
3.172,0.926529051,1.930235384
3.173,0.926649299,1.930464111
3.174,0.926648895,1.930713563
3.175,0.926738832,1.931033226
3.176,0.92679864,1.931286542
3.177,0.926892859,1.931529948
3.178,0.926999359,1.931735179
3.179,0.927119351,1.931953136
3.18,0.927191133,1.932199799
3.181,0.927263836,1.932436617
3.182,0.927311429,1.932692395
3.183,0.927403481,1.932952805
3.184,0.927466006,1.933195997
3.185,0.927606004,1.933406796
3.186,0.927719709,1.933722808
3.187,0.927759711,1.933937644
3.188,0.92787735,1.934089554
3.189,0.928081022,1.934345245
3.19,0.928206294,1.934559859
3.191,0.928328325,1.934801138
3.192,0.928462621,1.934994922
3.193,0.928531088,1.935317529
3.194,0.928632299,1.935545769
3.195,0.928653148,1.935678665
3.196,0.928634883,1.935999819
3.197,0.928729957,1.936256338
3.198,0.928728574,1.936631982
3.199,0.928685907,1.936914868
3.2,0.928724907,1.937172715
3.201,0.92864849,1.937516526
3.202,0.928613194,1.937819462
3.203,0.928665581,1.938039591
3.204,0.928743102,1.938229333
3.205,0.928850686,1.938471225
3.206,0.928923689,1.938729169
3.207,0.928994838,1.938930947
3.208,0.929135575,1.939241386
3.209,0.929216102,1.939549218
3.21,0.929250478,1.939686372
3.211,0.929261832,1.939938598
3.212,0.929282665,1.940153215
3.213,0.929314704,1.940398492
3.214,0.929398931,1.940654887
3.215,0.929379043,1.940938536
3.216,0.929407812,1.941247689
3.217,0.929471497,1.941480891
3.218,0.929470208,1.941775326
3.219,0.929446701,1.942124117
3.22,0.929458115,1.942354789
3.221,0.929474833,1.942703631
3.222,0.929540457,1.942923422
3.223,0.929431442,1.943174663
3.224,0.929391944,1.943418987
3.225,0.929347303,1.943591304
3.226,0.929365798,1.943884138
3.227,0.929332904,1.944120033
3.228,0.929297475,1.944473859
3.229,0.929359491,1.944758395
3.23,0.929333505,1.945003859
3.231,0.92926388,1.945243325
3.232,0.929185297,1.945568789
3.233,0.929135595,1.945902953
3.234,0.929056409,1.9463069
3.235,0.929001868,1.946622885
3.236,0.928943674,1.946969987
3.237,0.928889488,1.947313602
3.238,0.928947232,1.947653785
3.239,0.928971375,1.948051255
3.24,0.928969407,1.948374079
3.241,0.928951989,1.948756215
3.242,0.928959757,1.949174004
3.243,0.92896406,1.949691477
3.244,0.928988554,1.950113097
3.245,0.928933262,1.950498191
3.246,0.928950018,1.95090079
3.247,0.92893844,1.951184754
3.248,0.928948095,1.951486842
3.249,0.928961866,1.951749289
3.25,0.928931229,1.952002406
3.251,0.928942016,1.952258958
3.252,0.928887623,1.952577259
3.253,0.928810414,1.95292511
3.254,0.928797157,1.95323852
3.255,0.928762514,1.95348794
3.256,0.928707526,1.953645372
3.257,0.928722324,1.953956225
3.258,0.928696346,1.954212782
3.259,0.928731868,1.954456456
3.26,0.928759767,1.954690868
3.261,0.92872539,1.954837019
3.262,0.928740655,1.955102634
3.263,0.928749843,1.95528935
3.264,0.92872312,1.955636575
3.265,0.928708126,1.95592521
3.266,0.928709537,1.956238335
3.267,0.928736224,1.956518268
3.268,0.928820792,1.956814476
3.269,0.928938525,1.957122798
3.27,0.928971417,1.957380049
3.271,0.928977341,1.957648079
3.272,0.929096768,1.957941006
3.273,0.929175558,1.958251134
3.274,0.929219757,1.958536322
3.275,0.929173406,1.958916243
3.276,0.929214441,1.959203632
3.277,0.929245177,1.959622543
3.278,0.929197873,1.960005129
3.279,0.929182334,1.960360719
3.28,0.929169205,1.96070629
3.281,0.929211066,1.961001088
3.282,0.929262714,1.961294011
3.283,0.9293873,1.961675829
3.284,0.929367898,1.962088681
3.285,0.929337668,1.962542839
3.286,0.929210177,1.962979191
3.287,0.929213279,1.963483685
3.288,0.929185027,1.963932328
3.289,0.929186644,1.964320214
3.29,0.929210253,1.964631078
3.291,0.929180506,1.965007476
3.292,0.929189683,1.965348714
3.293,0.929188538,1.96563424
3.294,0.929225844,1.965996215
3.295,0.929243876,1.966333131
3.296,0.929240926,1.966783788
3.297,0.929222456,1.967181165
3.298,0.929148707,1.967495881
3.299,0.929093201,1.967913342
3.3,0.929017467,1.968267861
3.301,0.929007095,1.968640976
3.302,0.928991299,1.968997022
3.303,0.929025838,1.9694073
3.304,0.928987014,1.969684743
3.305,0.928957358,1.970090668
3.306,0.928961237,1.97052755
3.307,0.928890331,1.970911374
3.308,0.928787247,1.971291085
3.309,0.928806934,1.971653897
3.31,0.928747861,1.972063287
3.311,0.928734991,1.972445999
3.312,0.928672826,1.972747269
3.313,0.928782451,1.973246537
3.314,0.928756086,1.973580638
3.315,0.928738528,1.973959514
3.316,0.928662794,1.974347169
3.317,0.928606048,1.974714046
3.318,0.928574232,1.97498046
3.319,0.928563399,1.975368027
3.32,0.928511335,1.97566931
3.321,0.928452923,1.97607594
3.322,0.928404085,1.976420653
3.323,0.928333,1.976886632
3.324,0.92832434,1.977367125
3.325,0.928176662,1.977662296
3.326,0.928070419,1.978081145
3.327,0.928061004,1.978308747
3.328,0.928135188,1.978660696
3.329,0.928051249,1.978855679
3.33,0.92797168,1.979205001
3.331,0.927970829,1.979555971
3.332,0.927824218,1.979894339
3.333,0.927803755,1.980170495
3.334,0.927686885,1.980477053
3.335,0.927655442,1.98075514
3.336,0.927628458,1.981107878
3.337,0.927533134,1.981405918
3.338,0.927543078,1.981803707
3.339,0.927518502,1.982172527
3.34,0.92752987,1.982580871
3.341,0.927601584,1.982872473
3.342,0.927567149,1.983157474
3.343,0.92762481,1.983469247
3.344,0.927629547,1.983730068
3.345,0.927574853,1.984045473
3.346,0.927564285,1.984301585
3.347,0.927503062,1.984529507
3.348,0.927514098,1.984809597
3.349,0.927504343,1.985033038
3.35,0.927434357,1.985191887
3.351,0.927394967,1.985517818
3.352,0.927361475,1.985676102
3.353,0.927303638,1.98584692
3.354,0.927314206,1.986019582
3.355,0.927221344,1.986190649
3.356,0.927174187,1.986378223
3.357,0.927166221,1.986650312
3.358,0.9271384,1.986844873
3.359,0.927140198,1.987106945
3.36,0.927091781,1.987262695
3.361,0.92709167,1.987428601
3.362,0.92699378,1.987559101
