Pose/Time (ns),TEM-1/Ampicillin - PersScore 0.588 PoseScore 0.991,TEM-Ala237Arg/Ampicillin - PersScore 0.145 PoseScore 1.920
1.667,0.870395182,1.208776429
1.668,0.870381767,1.209010953
1.669,0.870274941,1.209199137
1.67,0.870242234,1.209387037
1.671,0.870504714,1.209590611
1.672,0.870518061,1.209968793
1.673,0.870547721,1.210263341
1.674,0.870568887,1.210515943
1.675,0.870600973,1.210798929
1.676,0.870649847,1.210922211
1.677,0.870529327,1.21107993
1.678,0.870679091,1.211142779
1.679,0.870701383,1.211284804
1.68,0.87073684,1.211393324
1.681,0.87071175,1.211413653
1.682,0.870665056,1.211613725
1.683,0.870567561,1.211887337
1.684,0.870494494,1.212145348
1.685,0.870596094,1.212358009
1.686,0.870514357,1.212582262
1.687,0.870371486,1.212776844
1.688,0.870398082,1.212892767
1.689,0.870426957,1.213088102
1.69,0.870454651,1.213269235
1.691,0.870535129,1.213441848
1.692,0.870496908,1.213583985
1.693,0.870548921,1.213578718
1.694,0.870468558,1.213625642
1.695,0.870424403,1.21360722
1.696,0.87043771,1.213802606
1.697,0.87038707,1.214006052
1.698,0.870399804,1.214054286
1.699,0.870366124,1.214105352
1.7,0.870404409,1.214070429
1.701,0.870386709,1.21400928
1.702,0.870446945,1.21391951
1.703,0.8704232,1.213821969
1.704,0.870410464,1.213959592
1.705,0.870507274,1.213842696
1.706,0.87055126,1.213820858
1.707,0.870611867,1.21393316
1.708,0.870772182,1.214103127
1.709,0.87084647,1.214178229
1.71,0.870955693,1.214316466
1.711,0.871043136,1.214515606
1.712,0.871130354,1.214764859
1.713,0.871302428,1.214957934
1.714,0.871410132,1.215024431
1.715,0.871601767,1.215064276
1.716,0.871579797,1.215204275
1.717,0.87160153,1.215199289
1.718,0.871740318,1.215218231
1.719,0.87189061,1.215415122
1.72,0.871988507,1.21567433
1.721,0.872071835,1.215861293
1.722,0.872113023,1.215978542
1.723,0.872104163,1.216036433
1.724,0.872265991,1.216232764
1.725,0.872348385,1.216275546
1.726,0.872333688,1.216354425
1.727,0.872329065,1.216616795
1.728,0.872383861,1.21692013
1.729,0.872454733,1.217026869
1.73,0.872640467,1.217218762
1.731,0.872637596,1.217351056
1.732,0.872666781,1.217549897
1.733,0.872672019,1.217438159
1.734,0.872699225,1.217435627
1.735,0.872755238,1.217533082
1.736,0.87291816,1.217879275
1.737,0.873041139,1.217937402
1.738,0.873108803,1.217992974
1.739,0.873221733,1.218275172
1.74,0.873349149,1.218232071
1.741,0.873417604,1.218394109
1.742,0.87342577,1.218521
1.743,0.87351481,1.218694358
1.744,0.873604142,1.218991329
1.745,0.873631109,1.219287455
1.746,0.87386182,1.219569047
1.747,0.873915296,1.219843094
1.748,0.873924501,1.219917639
1.749,0.873908068,1.220059376
1.75,0.873865011,1.220135899
1.751,0.873922502,1.220355834
1.752,0.873889512,1.220519075
1.753,0.873872628,1.220627379
1.754,0.873938119,1.220746559
1.755,0.873974139,1.220780928
1.756,0.874095902,1.220742235
1.757,0.874060985,1.220700974
1.758,0.874120146,1.220744716
1.759,0.874136664,1.220874187
1.76,0.874138305,1.220929762
1.761,0.874247288,1.221194843
1.762,0.874291475,1.221300354
1.763,0.874391963,1.221528634
1.764,0.87445578,1.221773394
1.765,0.874560028,1.222024036
1.766,0.87462785,1.222179612
1.767,0.874738739,1.222396662
1.768,0.874804337,1.222481811
1.769,0.874866372,1.222728386
1.77,0.875003898,1.223030775
1.771,0.875116011,1.223191958
1.772,0.875266149,1.223391548
1.773,0.875342357,1.223616914
1.774,0.875430557,1.223800168
1.775,0.875435834,1.224081444
1.776,0.87554708,1.224333549
1.777,0.875738514,1.224624373
1.778,0.875824041,1.224818478
1.779,0.875952059,1.225028618
1.78,0.8761018,1.225288271
1.781,0.876086109,1.225346564
1.782,0.876263489,1.225511449
1.783,0.876349215,1.225639601
1.784,0.876367668,1.225951893
1.785,0.876389444,1.226049529
1.786,0.876472667,1.226276238
1.787,0.876655481,1.226552032
1.788,0.8767742,1.226897173
1.789,0.876809238,1.22710793
1.79,0.876931937,1.227166921
1.791,0.877039792,1.227231936
1.792,0.877234878,1.227418419
1.793,0.877354671,1.2277576
1.794,0.877445513,1.228033351
1.795,0.877509849,1.228286
1.796,0.877626125,1.228621764
1.797,0.877764864,1.228794233
1.798,0.87783224,1.229018011
1.799,0.877991164,1.229249916
1.8,0.878033927,1.229328653
1.801,0.878210155,1.229346021
1.802,0.878267633,1.22937915
1.803,0.878468801,1.22958695
1.804,0.878626916,1.229658693
1.805,0.878707203,1.229725303
1.806,0.878798383,1.229941742
1.807,0.878952555,1.230112773
1.808,0.87907776,1.230190646
1.809,0.879240157,1.230333603
1.81,0.879284128,1.23046189
1.811,0.879300949,1.230670207
1.812,0.879415168,1.230658027
1.813,0.87951231,1.230802797
1.814,0.879643149,1.230956873
1.815,0.879835764,1.231000608
1.816,0.879958339,1.231084219
1.817,0.880081518,1.23119427
1.818,0.880189874,1.231388888
1.819,0.88024695,1.231653448
1.82,0.88040468,1.232031092
1.821,0.880544103,1.232262222
1.822,0.880628477,1.232473908
1.823,0.880681416,1.232586486
1.824,0.880761995,1.232713888
1.825,0.880807297,1.232828685
1.826,0.880932836,1.233043695
1.827,0.880926294,1.233161961
1.828,0.880967006,1.233305821
1.829,0.88099904,1.233511111
1.83,0.881085725,1.233637421
1.831,0.881292927,1.233778776
1.832,0.881435468,1.234019571
1.833,0.881585354,1.234365743
1.834,0.881622986,1.234701691
1.835,0.881680345,1.234766091
1.836,0.881781584,1.235044676
1.837,0.881944478,1.235368535
1.838,0.881968904,1.235595779
1.839,0.881989253,1.235820484
1.84,0.88208707,1.236026598
1.841,0.882310364,1.236282375
1.842,0.882426711,1.236416956
1.843,0.882493765,1.236473703
1.844,0.882681615,1.23657977
1.845,0.882744756,1.236735491
1.846,0.882860046,1.236806446
1.847,0.883057972,1.2372938
1.848,0.883090188,1.2374274
1.849,0.883170977,1.237526592
1.85,0.883272349,1.23760967
1.851,0.88340079,1.237804171
1.852,0.883431227,1.237922801
1.853,0.883544502,1.238127911
1.854,0.883600179,1.238251766
1.855,0.883760076,1.238412968
1.856,0.883896359,1.238526303
1.857,0.884030057,1.238722473
1.858,0.884164381,1.238790935
1.859,0.884299431,1.238950278
1.86,0.884500328,1.239239634
1.861,0.884498041,1.239342325
1.862,0.884546021,1.239630975
1.863,0.884556607,1.239822662
1.864,0.884612227,1.2399645
1.865,0.884678806,1.239980022
1.866,0.884754602,1.240191381
1.867,0.884787774,1.240247062
1.868,0.884827775,1.240361109
1.869,0.884849722,1.240529554
1.87,0.884864728,1.240605751
1.871,0.884969769,1.240671515
1.872,0.88504635,1.240839927
1.873,0.885040281,1.240920808
1.874,0.885143842,1.241018824
1.875,0.885287044,1.241196052
1.876,0.885222965,1.241351151
1.877,0.885429241,1.241414072
1.878,0.885554336,1.241433809
1.879,0.885690546,1.241520486
1.88,0.885845311,1.241714131
1.881,0.885863302,1.241843227
1.882,0.885877905,1.241922397
1.883,0.88599079,1.241942093
1.884,0.886095424,1.24201259
1.885,0.886150028,1.242028636
1.886,0.886149533,1.242131599
1.887,0.886215943,1.242279987
1.888,0.886314457,1.242500329
1.889,0.886442544,1.242604983
1.89,0.886582421,1.242724694
1.891,0.886711203,1.242925639
1.892,0.886784709,1.243179306
1.893,0.886912084,1.243459287
1.894,0.887106481,1.243694765
1.895,0.887276478,1.243798994
1.896,0.887347563,1.24404302
1.897,0.88737329,1.244243066
1.898,0.887369326,1.244416776
1.899,0.88739934,1.24450247
1.9,0.887333918,1.244707502
1.901,0.887347726,1.244779369
1.902,0.887309134,1.24480708
1.903,0.887336285,1.244929136
1.904,0.887376223,1.245122502
1.905,0.887436768,1.245321873
1.906,0.887567219,1.245531168
1.907,0.887576871,1.245643199
1.908,0.887690118,1.245764714
1.909,0.887865386,1.246072006
1.91,0.887905629,1.246277303
1.911,0.887926073,1.246485477
1.912,0.887823409,1.246683586
1.913,0.887824651,1.246761791
1.914,0.887716079,1.246972788
1.915,0.887718276,1.247156206
1.916,0.88766714,1.247392339
1.917,0.887660769,1.247519234
1.918,0.887618068,1.247715441
1.919,0.887667976,1.247784295
1.92,0.887549952,1.247974763
1.921,0.887621277,1.248198493
1.922,0.887598564,1.248452563
1.923,0.88750807,1.248675896
1.924,0.887472447,1.248895745
1.925,0.887350666,1.249132745
1.926,0.887471837,1.249342153
1.927,0.887485635,1.249546282
1.928,0.88758134,1.249755038
1.929,0.887547508,1.250054057
1.93,0.887552064,1.250347053
1.931,0.887512229,1.250722762
1.932,0.887519899,1.250944117
1.933,0.887482381,1.251137069
1.934,0.887466425,1.251456154
1.935,0.88744681,1.251760733
1.936,0.887456459,1.252072177
1.937,0.887485682,1.252227574
1.938,0.887449852,1.252497293
1.939,0.887344004,1.252691736
1.94,0.887224571,1.252838192
1.941,0.887135909,1.252950137
1.942,0.887065821,1.253096803
1.943,0.886985224,1.253213433
1.944,0.886953325,1.25339177
1.945,0.886831904,1.253601997
1.946,0.886794122,1.253827874
1.947,0.886675821,1.254027617
1.948,0.886628367,1.254300534
1.949,0.886502816,1.254493284
1.95,0.886390426,1.254598176
1.951,0.886399972,1.25483547
1.952,0.886355257,1.25505949
1.953,0.886348767,1.255288142
1.954,0.886462083,1.255516179
1.955,0.886528894,1.255749706
1.956,0.88653572,1.255932826
1.957,0.886538948,1.255990409
1.958,0.886496744,1.256183997
1.959,0.886503989,1.256437042
1.96,0.886514277,1.256609234
1.961,0.886480332,1.256760389
1.962,0.886509297,1.256939026
1.963,0.886392072,1.257131356
1.964,0.886309169,1.257474537
1.965,0.886287393,1.257717767
1.966,0.886244278,1.257990147
1.967,0.886141082,1.258109975
1.968,0.886099389,1.258271083
1.969,0.886032365,1.258556189
1.97,0.886082783,1.258802138
1.971,0.886135006,1.259027658
1.972,0.886139668,1.259315068
1.973,0.886231889,1.259646671
1.974,0.886240225,1.259724672
1.975,0.88633964,1.259817298
1.976,0.886393128,1.260104355
1.977,0.886413067,1.260258923
1.978,0.886430527,1.260458944
1.979,0.886460348,1.260651515
1.98,0.88645086,1.260882183
1.981,0.886495006,1.260969952
1.982,0.886547204,1.261231897
1.983,0.88656292,1.261294405
1.984,0.88663768,1.261441479
1.985,0.886670026,1.261563849
1.986,0.886644297,1.261758756
1.987,0.886636158,1.261783762
1.988,0.886704829,1.261773085
1.989,0.886639801,1.261794284
1.99,0.8866183,1.261951769
1.991,0.88667086,1.262172978
1.992,0.886602578,1.262331741
1.993,0.886583083,1.262486491
1.994,0.886527436,1.262651485
1.995,0.886575323,1.262808943
1.996,0.886548637,1.262937393
1.997,0.886536452,1.263110213
1.998,0.886568234,1.263369782
1.999,0.886580929,1.26356352
2,0.886539655,1.263712083
2.001,0.886558273,1.263895653
2.002,0.886530192,1.263902321
2.003,0.886492651,1.264163265
2.004,0.886482152,1.264319327
2.005,0.886479164,1.264452323
2.006,0.886452582,1.264596794
2.007,0.886474829,1.264793815
2.008,0.886455168,1.265059853
2.009,0.886442499,1.265196605
2.01,0.886551685,1.265348804
2.011,0.886724653,1.265511908
2.012,0.886815279,1.265685979
2.013,0.886831174,1.265838927
2.014,0.88683417,1.265852505
2.015,0.88684637,1.266076867
2.016,0.886821599,1.266241528
2.017,0.886864877,1.266517668
2.018,0.886915443,1.266714804
2.019,0.886916089,1.266866418
2.02,0.886908361,1.266967174
2.021,0.886872716,1.266975889
2.022,0.886859732,1.267074483
2.023,0.886854769,1.26715584
2.024,0.886830537,1.267079576
2.025,0.886881058,1.267103716
2.026,0.886863149,1.267229236
2.027,0.886874287,1.267191645
2.028,0.886866854,1.267191536
2.029,0.886753341,1.267206699
2.03,0.886843467,1.267223955
2.031,0.886850727,1.267345613
2.032,0.88700608,1.267350728
2.033,0.886936855,1.267456473
2.034,0.886887769,1.267595154
2.035,0.887047604,1.267591844
2.036,0.887013013,1.267823905
2.037,0.8870303,1.267720894
2.038,0.887074069,1.267974671
2.039,0.88703561,1.268047619
2.04,0.887082725,1.268215201
2.041,0.887213688,1.268285769
2.042,0.887291105,1.268358982
2.043,0.887469841,1.268558401
2.044,0.887602871,1.268699889
2.045,0.887793047,1.268873804
2.046,0.887941796,1.269002279
2.047,0.888049921,1.269402566
2.048,0.888146922,1.269657214
2.049,0.88822182,1.269889258
2.05,0.888220272,1.270015716
2.051,0.888261247,1.270137547
2.052,0.888277847,1.270288167
2.053,0.888417949,1.270338229
2.054,0.888518275,1.270440359
2.055,0.888546032,1.27059151
2.056,0.888622285,1.27072994
2.057,0.888739634,1.270907246
2.058,0.888753908,1.271018789
2.059,0.888728216,1.271082706
2.06,0.888732077,1.271181366
2.061,0.888816439,1.271239804
2.062,0.888779439,1.271327702
2.063,0.888846535,1.271526599
2.064,0.88883061,1.271695513
2.065,0.888762902,1.271856961
2.066,0.888719282,1.271942744
2.067,0.888790233,1.271976061
2.068,0.888831669,1.272107433
2.069,0.888919851,1.272201024
2.07,0.888977259,1.272388202
2.071,0.889093859,1.272577887
2.072,0.889218255,1.272722837
2.073,0.88931535,1.272847174
2.074,0.889419445,1.273080767
2.075,0.889529324,1.273155223
2.076,0.889609136,1.27331322
2.077,0.889604847,1.273397515
2.078,0.889733479,1.273449743
2.079,0.889824487,1.273583546
2.08,0.889822124,1.273729637
2.081,0.889922146,1.273847748
2.082,0.890000476,1.273999149
2.083,0.890008187,1.274048932
2.084,0.890004016,1.274205016
2.085,0.890018944,1.274387077
2.086,0.890074962,1.274511916
2.087,0.890210296,1.274753215
2.088,0.890303186,1.27494559
2.089,0.890449682,1.275137755
2.09,0.89054637,1.275198997
2.091,0.890700527,1.275198746
2.092,0.890804857,1.27517353
2.093,0.890950671,1.275372015
2.094,0.891142511,1.275574552
2.095,0.891128875,1.275678555
2.096,0.891265423,1.275735006
2.097,0.891213026,1.275755885
2.098,0.891230142,1.275826233
2.099,0.891245556,1.275881143
2.1,0.891253271,1.276025909
2.101,0.891335123,1.276163488
2.102,0.891254269,1.276192848
2.103,0.891370821,1.276153795
2.104,0.891536669,1.276308621
2.105,0.891688293,1.276390312
2.106,0.891827068,1.276434243
2.107,0.891812228,1.276489476
2.108,0.891784377,1.276642886
2.109,0.891790866,1.2767884
2.11,0.891683337,1.276936481
2.111,0.891653114,1.277060459
2.112,0.891656478,1.27717316
2.113,0.891576461,1.277289311
2.114,0.891474503,1.277316422
2.115,0.891477896,1.277296789
2.116,0.891363827,1.277262026
2.117,0.891239384,1.277244876
2.118,0.891284766,1.277187357
2.119,0.891255705,1.277160712
2.12,0.891254974,1.277109334
2.121,0.89111074,1.277117126
2.122,0.891017125,1.277100337
2.123,0.891049974,1.277175624
2.124,0.891131281,1.277346739
2.125,0.891209992,1.277500563
2.126,0.891254372,1.277795343
2.127,0.891195738,1.277835971
2.128,0.891167875,1.278102644
2.129,0.891103663,1.277980605
2.13,0.891183987,1.27806833
2.131,0.891088084,1.278211089
2.132,0.891293049,1.278268308
2.133,0.891337137,1.278243828
2.134,0.891252538,1.278131609
2.135,0.891226658,1.278085777
2.136,0.891257849,1.278055595
2.137,0.891300991,1.278033275
2.138,0.891382964,1.277868049
2.139,0.8913842,1.277845592
2.14,0.891410348,1.277693544
2.141,0.89145217,1.277679806
2.142,0.891363757,1.277519724
2.143,0.891390569,1.277513474
2.144,0.891293609,1.277539318
2.145,0.891267368,1.277452663
2.146,0.891172548,1.277515865
2.147,0.89112446,1.277450739
2.148,0.89104753,1.277421944
2.149,0.891156617,1.277406818
2.15,0.89114602,1.277452229
2.151,0.891114502,1.277388337
2.152,0.891076906,1.277374855
2.153,0.89110841,1.277477834
2.154,0.891174006,1.277621745
2.155,0.891259135,1.27770844
2.156,0.891385996,1.277674557
2.157,0.891463639,1.277654905
2.158,0.891498372,1.277696752
2.159,0.891591636,1.277716223
2.16,0.89165558,1.277796883
2.161,0.891663359,1.277748789
2.162,0.891724022,1.277856137
2.163,0.891912041,1.278059846
2.164,0.891972517,1.278191394
2.165,0.891986708,1.278294161
2.166,0.892044351,1.278221014
2.167,0.892129331,1.278202374
2.168,0.892167661,1.278342828
2.169,0.892264961,1.278559545
2.17,0.892395428,1.27874655
2.171,0.892458769,1.278794077
2.172,0.892495109,1.278884703
2.173,0.892596422,1.278936201
2.174,0.892790172,1.279078904
2.175,0.892793912,1.279083709
2.176,0.892759739,1.279068798
2.177,0.892825914,1.279100138
2.178,0.892966337,1.279043037
2.179,0.89308154,1.278906079
2.18,0.89317474,1.278917401
2.181,0.893318865,1.278957395
2.182,0.893395088,1.278875893
2.183,0.893485386,1.278832014
2.184,0.893529217,1.278891894
2.185,0.893627141,1.278912601
2.186,0.893742733,1.278900328
2.187,0.893796073,1.278917291
2.188,0.893887468,1.278952377
2.189,0.893971802,1.278959532
2.19,0.894102493,1.278958922
2.191,0.894232339,1.278881239
2.192,0.894384686,1.278785325
2.193,0.894581241,1.278755095
2.194,0.894679837,1.278678117
2.195,0.894805246,1.27863355
2.196,0.894973416,1.278600042
2.197,0.894984287,1.278634976
2.198,0.895049165,1.278585526
2.199,0.895106875,1.278544236
2.2,0.89509856,1.27840395
2.201,0.895165273,1.27830195
2.202,0.895294267,1.278206224
2.203,0.895344633,1.278149453
2.204,0.895331761,1.278012459
2.205,0.895296679,1.277852296
2.206,0.895121353,1.277790803
2.207,0.895041293,1.277619135
2.208,0.895016421,1.277569832
2.209,0.895060776,1.277604695
2.21,0.895040941,1.277552161
2.211,0.895009662,1.277647381
2.212,0.895026041,1.277553891
2.213,0.895011892,1.277381552
2.214,0.89510749,1.277232098
2.215,0.895166487,1.27714634
2.216,0.895339975,1.277113495
2.217,0.895422978,1.276984919
2.218,0.895510343,1.276809404
2.219,0.895541402,1.276670629
2.22,0.895585629,1.27649556
2.221,0.895557923,1.276380488
2.222,0.895569076,1.276369037
2.223,0.895593554,1.276396192
2.224,0.895582779,1.276307824
2.225,0.895519621,1.276356438
2.226,0.895664274,1.276256608
2.227,0.895868442,1.276235036
2.228,0.895974163,1.276435081
2.229,0.896157457,1.276522715
2.23,0.896318248,1.276493568
2.231,0.896359017,1.276346696
2.232,0.896439589,1.276362168
2.233,0.896417565,1.27620033
2.234,0.896411037,1.276115822
2.235,0.896452287,1.276037806
2.236,0.896419706,1.275982008
2.237,0.896433324,1.276146004
2.238,0.896392002,1.276210282
2.239,0.896503249,1.276323177
2.24,0.89661734,1.276319972
2.241,0.896782648,1.276388473
2.242,0.896973265,1.276476847
2.243,0.897122893,1.276604624
2.244,0.897238147,1.276572898
2.245,0.89737904,1.276531558
2.246,0.897595742,1.276558423
2.247,0.897813195,1.276636827
2.248,0.898058097,1.276781969
2.249,0.898170994,1.276862518
2.25,0.898366286,1.276847909
2.251,0.898589602,1.276998694
2.252,0.89877381,1.277187601
2.253,0.8989451,1.277149042
2.254,0.899089165,1.27721069
2.255,0.899319776,1.277320073
2.256,0.899555175,1.277452983
2.257,0.899780378,1.277521438
2.258,0.899840837,1.277680239
2.259,0.899888591,1.277832527
2.26,0.900056672,1.278014202
2.261,0.900114921,1.278127975
2.262,0.900220367,1.278219015
2.263,0.900334718,1.278304196
2.264,0.900416928,1.278358038
2.265,0.900543139,1.278285317
2.266,0.900593838,1.27823513
2.267,0.90067069,1.278327689
2.268,0.900756117,1.278411555
2.269,0.900775097,1.278463748
2.27,0.900795937,1.278556179
2.271,0.900806895,1.278666641
2.272,0.900844952,1.278770174
2.273,0.900888306,1.278850038
2.274,0.900889437,1.278891488
2.275,0.900856463,1.279076978
2.276,0.900959126,1.27920767
2.277,0.901005726,1.279261411
2.278,0.90105499,1.279330896
2.279,0.901170822,1.279441791
2.28,0.901225255,1.279462241
2.281,0.901243184,1.279503284
2.282,0.901285465,1.279499705
2.283,0.901304918,1.279625978
2.284,0.901375866,1.279706251
2.285,0.901441379,1.279782366
2.286,0.901493642,1.279786579
2.287,0.901550751,1.279793961
2.288,0.901555807,1.2798465
2.289,0.901564134,1.279956771
2.29,0.901565548,1.280004273
2.291,0.901607756,1.279930247
2.292,0.9016259,1.280001442
2.293,0.901679521,1.280037132
2.294,0.901828604,1.280016621
2.295,0.902022309,1.280085289
2.296,0.902150133,1.280120755
2.297,0.902273968,1.280095899
2.298,0.902369689,1.280105721
2.299,0.902509712,1.280092782
2.3,0.902565338,1.280114118
2.301,0.902628388,1.280065153
2.302,0.902654939,1.280053403
2.303,0.902717216,1.280063753
2.304,0.902734709,1.280331567
2.305,0.902801313,1.280564878
2.306,0.902789822,1.280682526
2.307,0.902783913,1.280831058
2.308,0.902729593,1.28088194
2.309,0.902724252,1.28106364
2.31,0.90265202,1.281293266
2.311,0.902519945,1.281443435
2.312,0.90238581,1.281691129
2.313,0.902352083,1.281875088
2.314,0.902319295,1.282066822
2.315,0.902263429,1.282421928
2.316,0.902217257,1.282658337
2.317,0.902240687,1.282809586
2.318,0.902248559,1.283153504
2.319,0.902139135,1.283324776
2.32,0.901959712,1.283597259
2.321,0.901808763,1.283832281
2.322,0.901741328,1.284133118
2.323,0.901692028,1.284436926
2.324,0.901701325,1.284666441
2.325,0.901623442,1.284954051
2.326,0.901637855,1.285300522
2.327,0.90154052,1.285703167
2.328,0.901406474,1.285901574
2.329,0.901281136,1.286147532
2.33,0.901198972,1.286449297
2.331,0.901089726,1.286727916
2.332,0.901125889,1.286972861
2.333,0.901187527,1.287166913
2.334,0.90116768,1.287338791
2.335,0.901196169,1.287586858
2.336,0.901290574,1.287921856
2.337,0.901459537,1.288092571
2.338,0.901570034,1.288373624
2.339,0.901646263,1.288517474
2.34,0.901759551,1.288729986
2.341,0.901608884,1.289042561
2.342,0.901469875,1.289346107
2.343,0.90141987,1.289680179
2.344,0.901410995,1.289885075
2.345,0.901464921,1.290115326
2.346,0.901556165,1.290308506
2.347,0.901643925,1.290501303
2.348,0.90163933,1.290736415
2.349,0.901717764,1.290858827
2.35,0.901775932,1.290976223
2.351,0.901803335,1.291168955
2.352,0.901839639,1.291330404
2.353,0.901995452,1.291426938
2.354,0.902133954,1.291493906
2.355,0.902124827,1.291673208
2.356,0.902233688,1.291857056
2.357,0.902315362,1.292068884
2.358,0.902456709,1.292254882
2.359,0.902497323,1.292458293
2.36,0.902566873,1.292655681
2.361,0.90271903,1.292809818
2.362,0.902922103,1.292928633
2.363,0.903085162,1.293261887
2.364,0.903269284,1.293481747
2.365,0.903183207,1.293778189
2.366,0.903206037,1.294060654
2.367,0.903210788,1.294121876
2.368,0.903308543,1.294287511
2.369,0.903411628,1.29434336
2.37,0.903392061,1.294496276
2.371,0.903388952,1.294587267
2.372,0.903468594,1.294742691
2.373,0.903478987,1.294895449
2.374,0.903503339,1.295024246
2.375,0.903479925,1.295325417
2.376,0.903463623,1.295641098
2.377,0.903502931,1.295812848
2.378,0.90355997,1.296072335
2.379,0.903603397,1.296304416
2.38,0.903675883,1.296579929
2.381,0.903740493,1.296897422
2.382,0.903790946,1.297066417
2.383,0.903823681,1.297167675
2.384,0.903797397,1.297447652
2.385,0.903856656,1.297633213
2.386,0.903864142,1.297828702
2.387,0.903947448,1.298069967
2.388,0.903981545,1.298253272
2.389,0.904118933,1.298489365
2.39,0.904206886,1.298641711
2.391,0.904270166,1.298686011
2.392,0.90419919,1.298745522
2.393,0.904065818,1.298771745
2.394,0.904101942,1.298887983
2.395,0.904098998,1.298913163
2.396,0.904124339,1.299142215
2.397,0.904122145,1.299355178
2.398,0.904106818,1.299661814
2.399,0.904134136,1.299950139
2.4,0.904169074,1.300267866
2.401,0.904238818,1.300592977
2.402,0.904146942,1.300867053
2.403,0.904155525,1.301041161
2.404,0.904010855,1.301250272
2.405,0.903977828,1.301429344
2.406,0.90396018,1.301776
2.407,0.904015867,1.302071673
2.408,0.904116359,1.302192767
2.409,0.904133123,1.302452878
2.41,0.904221866,1.302798745
2.411,0.904321553,1.302981599
2.412,0.904322209,1.303148231
2.413,0.904322357,1.303270497
2.414,0.904445247,1.303308916
2.415,0.904656066,1.303514163
2.416,0.904729947,1.303824617
2.417,0.904849953,1.304064012
2.418,0.904931502,1.30427464
2.419,0.90509123,1.30436097
2.42,0.905291437,1.304433973
2.421,0.905398956,1.304649855
2.422,0.905494784,1.304889832
2.423,0.905549798,1.305076283
2.424,0.905540579,1.305140997
2.425,0.905525749,1.305185465
2.426,0.905691368,1.305273872
2.427,0.905723617,1.305367823
2.428,0.90570419,1.305387129
2.429,0.905788135,1.305716168
2.43,0.905939813,1.305975229
2.431,0.906012594,1.306182606
2.432,0.906163112,1.30648863
2.433,0.906260545,1.306609787
2.434,0.906269821,1.306745322
2.435,0.90610051,1.307061564
2.436,0.906145103,1.307383978
2.437,0.906013556,1.307806933
2.438,0.905930804,1.308193538
2.439,0.905905866,1.30838414
2.44,0.905921239,1.308635966
2.441,0.906046698,1.308736213
2.442,0.906162917,1.308868708
2.443,0.906290347,1.308978362
2.444,0.906345514,1.308991111
2.445,0.906411097,1.309030176
2.446,0.906382638,1.308966206
2.447,0.906449348,1.309185667
2.448,0.906453221,1.309332548
2.449,0.906485469,1.30937576
2.45,0.906377243,1.309456852
2.451,0.906308289,1.309550358
2.452,0.906305889,1.309801246
2.453,0.906259779,1.309963094
2.454,0.906256648,1.310070682
2.455,0.906238066,1.310123826
2.456,0.906284392,1.310123923
2.457,0.90634743,1.310155164
2.458,0.906303805,1.310130863
2.459,0.906354712,1.31007388
2.46,0.906416933,1.310074842
2.461,0.906465556,1.310019245
2.462,0.906527913,1.310123136
2.463,0.906536141,1.310168643
2.464,0.906594474,1.310157859
2.465,0.906673133,1.310220207
2.466,0.906740757,1.310324446
2.467,0.906759674,1.310465064
2.468,0.906754519,1.310593991
2.469,0.906759369,1.310902763
2.47,0.906884737,1.310985843
2.471,0.907002881,1.3111842
2.472,0.907223459,1.311250069
2.473,0.907248514,1.311336536
2.474,0.907312032,1.311415352
2.475,0.907394683,1.311592446
2.476,0.907518883,1.311749936
2.477,0.907569833,1.311902109
2.478,0.907583832,1.312116424
2.479,0.907617484,1.312319295
2.48,0.907573983,1.312370682
2.481,0.90754511,1.312690807
2.482,0.907570268,1.312855919
2.483,0.907577358,1.313171949
2.484,0.907664826,1.31333526
2.485,0.907738488,1.313558292
2.486,0.907696307,1.313560354
2.487,0.907755117,1.313734814
2.488,0.907933451,1.313975381
2.489,0.908075975,1.31430806
2.49,0.908158163,1.314460519
2.491,0.90830525,1.314556157
2.492,0.908420058,1.314760658
2.493,0.908492993,1.314827212
2.494,0.908533867,1.314836563
2.495,0.908553394,1.31498342
2.496,0.9085833,1.315040986
2.497,0.908559274,1.315207008
2.498,0.908660286,1.315484336
2.499,0.908633664,1.315521364
2.5,0.90880386,1.315681531
2.501,0.908923035,1.315742687
2.502,0.908995296,1.315893122
2.503,0.909091505,1.315994466
2.504,0.909155495,1.316064898
2.505,0.909142376,1.316072488
2.506,0.909144333,1.316304084
2.507,0.909176886,1.316464909
2.508,0.909191285,1.316644741
2.509,0.909280167,1.316829275
2.51,0.909403199,1.316868163
2.511,0.909516159,1.31705561
2.512,0.909592455,1.317179607
2.513,0.909741301,1.317390393
2.514,0.909755827,1.317627458
2.515,0.90983872,1.317852592
2.516,0.909901803,1.317958232
2.517,0.909918722,1.318202254
2.518,0.909888308,1.318427489
2.519,0.909939543,1.318539882
2.52,0.910062106,1.318702732
2.521,0.910132073,1.318964651
2.522,0.910177342,1.319043073
2.523,0.910231517,1.319275203
2.524,0.910224887,1.31952493
2.525,0.910233568,1.319864193
2.526,0.910291912,1.320056667
2.527,0.910434674,1.32023882
2.528,0.910374713,1.320510821
2.529,0.91043283,1.32074471
2.53,0.910485323,1.32098773
2.531,0.910452126,1.32114541
2.532,0.910504983,1.321268721
2.533,0.910570009,1.321431676
2.534,0.910623103,1.321605938
2.535,0.910714764,1.32177284
2.536,0.910854921,1.321836193
